,Unnamed: 0,song_popularity,song_duration_ms,acousticness,danceability,energy,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
9018,9018,88.0,194184.0,0.0595,0.743,0.87,1.0,0.299,2.188,1.0,0.212,99.075,4.0,0.884
9019,9019,68.0,210925.0,0.0934,0.5670000000000001,0.913,8.0,0.114,6.471,1.0,0.0736,93.35,4.0,0.792
9020,9020,87.0,217118.0,0.214,0.7170000000000001,0.605,11.0,0.138,5.68,0.0,0.075,81.047,4.0,0.387
9021,9021,48.0,119955.0,0.0445,0.629,0.657,1.0,0.463,5.853,1.0,0.217,79.953,4.0,0.468
9022,9022,76.0,250001.0,0.7040000000000001,0.605,0.335,0.0,0.127,10.49,1.0,0.309,141.839,4.0,0.455
9023,9023,69.0,216946.0,0.07,0.763,0.708,8.0,0.13,6.297,1.0,0.134,160.035,4.0,0.732
9024,9024,98.0,173799.0,0.555,0.56,0.68,6.0,0.116,7.648,0.0,0.321,89.391,4.0,0.319
9025,9025,62.0,238373.0,0.00582,0.743,0.339,1.0,0.0812,7.678,1.0,0.409,203.927,4.0,0.118
9026,9026,95.0,231266.0,0.354,0.68,0.563,10.0,0.136,5.843,1.0,0.0454,145.028,4.0,0.374
9027,9027,91.0,145603.0,0.0945,0.9,0.653,1.0,0.528,6.962,0.0,0.289,112.503,4.0,0.399
9028,9028,77.0,156695.0,0.199,0.73,0.86,7.0,0.322,3.532,1.0,0.191,129.952,4.0,0.647
9029,9029,87.0,189908.0,0.033,0.879,0.662,2.0,0.716,6.162,1.0,0.309,117.975,4.0,0.723
9030,9030,90.0,180897.0,0.268,0.738,0.629,6.0,0.163,4.882,0.0,0.0495,146.067,4.0,0.319
9031,9031,65.0,239835.0,0.349,0.511,0.566,6.0,0.34,7.23,0.0,0.2,83.903,4.0,0.218
9032,9032,84.0,145506.0,0.125,0.925,0.308,11.0,0.0933,6.562,0.0,0.338,122.099,4.0,0.265
9033,9033,82.0,209213.0,0.161,0.753,0.66,5.0,0.236,6.542,1.0,0.133,95.003,4.0,0.182
9034,9034,77.0,138872.0,0.0805,0.705,0.816,10.0,0.476,7.046,0.0,0.32,94.211,4.0,0.929
9035,9035,91.0,142273.0,0.035,0.964,0.346,5.0,0.108,9.309,0.0,0.53,119.958,4.0,0.562
9036,9036,78.0,238053.0,0.241,0.755,0.594,7.0,0.107,5.906,1.0,0.216,178.929,4.0,0.237
9037,9037,90.0,262493.0,0.227,0.83,0.546,1.0,0.112,5.716,1.0,0.295,182.973,4.0,0.535
9038,9038,62.0,185200.0,0.254,0.777,0.624,6.0,0.0955,5.094,1.0,0.0681,145.099,4.0,0.366
9039,9039,96.0,179404.0,0.088,0.931,0.387,1.0,0.136,9.127,1.0,0.412,125.978,4.0,0.376
9040,9040,84.0,180566.0,0.479,0.6970000000000001,0.552,1.0,0.147,10.271,0.0,0.196,75.235,4.0,0.278
9041,9041,91.0,253579.0,0.0989,0.892,0.651,0.0,0.371,8.645,0.0,0.378,105.814,4.0,0.599
9042,9042,91.0,165000.0,0.462,0.6990000000000001,0.558,11.0,0.116,7.622,1.0,0.0603,79.992,4.0,0.493
9043,9043,74.0,179410.0,0.17,0.664,0.617,5.0,0.219,4.668,1.0,0.0395,98.986,4.0,0.275
9044,9044,70.0,217933.0,0.0062299999999999,0.735,0.482,8.0,0.448,9.445,1.0,0.139,181.995,4.0,0.315
9045,9045,72.0,165123.0,0.0735,0.812,0.586,4.0,0.106,6.505,0.0,0.0654,100.062,4.0,0.323
9046,9046,88.0,186872.0,0.0414,0.902,0.819,1.0,0.106,3.321,1.0,0.317,89.0,4.0,0.746
9047,9047,76.0,231333.0,0.591,0.794,0.448,10.0,0.109,4.771,0.0,0.0539,120.055,4.0,0.588
9048,9048,93.0,215759.0,0.374,0.747,0.834,3.0,0.0586,2.867,0.0,0.045,128.005,4.0,0.687
9049,9049,92.0,201660.0,0.297,0.752,0.488,6.0,0.0936,7.05,1.0,0.0705,136.041,4.0,0.533
9050,9050,70.0,208026.0,0.659,0.77,0.607,10.0,0.159,6.102,0.0,0.372,150.006,4.0,0.747
9051,9051,78.0,353453.0,0.556,0.8440000000000001,0.935,7.0,0.42,3.585,1.0,0.0641,118.999,4.0,0.958
9052,9052,28.0,141683.0,0.0341,0.868,0.512,2.0,0.457,7.29,1.0,0.332,143.169,4.0,0.208
9053,9053,77.0,188989.0,0.368,0.737,0.77,10.0,0.306,7.753,0.0,0.51,158.351,4.0,0.431
9054,9054,69.0,184958.0,0.211,0.642,0.614,4.0,0.123,5.335,0.0,0.394,99.572,4.0,0.43
9055,9055,19.0,165179.0,0.00419,0.941,0.634,1.0,0.139,8.221,1.0,0.215,113.323,4.0,0.276
9056,9056,51.0,182486.0,0.0323,0.8690000000000001,0.56,10.0,0.219,7.59,1.0,0.137,147.9,4.0,0.392
9057,9057,74.0,199462.0,0.282,0.589,0.884,11.0,0.0908,4.313,0.0,0.482,163.88,4.0,0.562
9058,9058,86.0,169620.0,0.182,0.79,0.629,8.0,0.338,4.055,1.0,0.142,170.023,4.0,0.267
9059,9059,67.0,146477.0,0.0087,0.736,0.495,6.0,0.208,8.642,1.0,0.0443,120.993,4.0,0.678
9060,9060,70.0,279866.0,0.315,0.852,0.787,8.0,0.194,4.134,0.0,0.334,87.976,4.0,0.701
9061,9061,37.0,196880.0,0.0348,0.726,0.681,0.0,0.088,5.743,1.0,0.0766,144.034,4.0,0.311
9062,9062,69.0,262328.0,0.002,0.833,0.549,5.0,0.133,7.215,0.0,0.22,175.954,4.0,0.328
9063,9063,84.0,286117.0,0.217,0.895,0.839,0.0,0.239,4.512,1.0,0.227,149.951,4.0,0.756
9064,9064,55.0,165786.0,0.0847,0.828,0.706,10.0,0.142,7.642,0.0,0.195,127.993,4.0,0.359
9065,9065,90.0,152000.0,0.13,0.733,0.63,11.0,0.162,4.296,1.0,0.395,149.989,4.0,0.832
9066,9066,76.0,198666.0,0.0732,0.899,0.751,11.0,0.127,4.063,0.0,0.311,140.029,4.0,0.636
9067,9067,41.0,239466.0,0.076,0.912,0.836,2.0,0.0285,7.615,1.0,0.231,111.7,4.0,0.724
9068,9068,68.0,183426.0,0.0008439999999999,0.956,0.72,11.0,0.0597,13.476,0.0,0.137,127.872,4.0,0.961
9069,9069,55.0,430013.0,0.0227,0.947,0.626,1.0,0.0853,10.106,1.0,0.205,100.6,4.0,0.724
9070,9070,59.0,261399.0,0.00204,0.852,0.803,6.0,0.121,6.929,0.0,0.264,96.2,4.0,0.752
9071,9071,60.0,301893.0,0.0143,0.767,0.776,2.0,0.326,8.915,1.0,0.144,111.686,4.0,0.608
9072,9072,2.0,263266.0,0.0962,0.926,0.851,4.0,0.113,5.435,0.0,0.0907,117.556,4.0,0.838
9073,9073,65.0,336960.0,0.0198,0.792,0.503,8.0,0.347,8.359,1.0,0.276,87.847,4.0,0.663
9074,9074,47.0,239266.0,0.103,0.918,0.417,1.0,0.316,12.754,1.0,0.148,102.604,4.0,0.76
9075,9075,58.0,238266.0,0.12,0.862,0.663,0.0,0.318,9.004,1.0,0.21,85.308,4.0,0.837
9076,9076,52.0,229666.0,0.000386,0.892,0.502,7.0,0.0559,16.892,1.0,0.228,98.838,4.0,0.381
9077,9077,29.0,258687.0,0.0461,0.8340000000000001,0.878,8.0,0.334,9.484,1.0,0.15,102.848,4.0,0.418
9078,9078,56.0,290280.0,0.0591,0.964,0.889,11.0,0.166,5.169,1.0,0.147,121.144,4.0,0.552
9079,9079,5.0,263573.0,0.000541,0.941,0.696,7.0,0.0613,11.874,1.0,0.175,125.5,4.0,0.853
9080,9080,42.0,289293.0,0.00306,0.602,0.726,7.0,0.0379,8.937,1.0,0.248,97.765,4.0,0.693
9081,9081,37.0,244213.0,0.0518,0.909,0.718,11.0,0.299,7.399,0.0,0.128,113.038,4.0,0.895
9082,9082,51.0,325133.0,0.0317,0.878,0.951,7.0,0.0614,5.077,1.0,0.069,111.334,4.0,0.607
9083,9083,52.0,383600.0,0.00302,0.804,0.782,6.0,0.662,6.224,0.0,0.0606,116.806,4.0,0.346
9084,9084,44.0,429560.0,0.00268,0.812,0.71,4.0,0.326,8.891,0.0,0.132,98.217,4.0,0.281
9085,9085,53.0,276466.0,0.00472,0.941,0.727,0.0,0.177,11.592,1.0,0.228,128.746,4.0,0.623
9086,9086,15.0,157431.0,0.00278,0.96,0.405,6.0,0.104,13.435,0.0,0.329,116.336,4.0,0.646
9087,9087,53.0,203333.0,0.00789,0.862,0.424,7.0,0.166,13.717,1.0,0.308,105.498,4.0,0.564
9088,9088,39.0,426333.0,0.2,0.863,0.676,11.0,0.0929,9.949,0.0,0.175,111.022,4.0,0.538
9089,9089,8.0,240493.0,0.0054,0.895,0.522,6.0,0.122,12.866,0.0,0.133,98.478,4.0,0.269
9090,9090,39.0,388906.0,0.224,0.606,0.868,7.0,0.692,13.493,1.0,0.177,98.832,4.0,0.28
9091,9091,7.0,302666.0,0.0117,0.787,0.686,7.0,0.697,13.943,1.0,0.333,99.794,4.0,0.658
9092,9092,51.0,261839.0,0.089,0.882,0.814,8.0,0.16,5.214,0.0,0.424,99.689,4.0,0.854
9093,9093,39.0,381318.0,0.0217,0.907,0.442,1.0,0.0626,15.911,1.0,0.421,96.723,4.0,0.783
9094,9094,47.0,224866.0,0.00282,0.823,0.745,5.0,0.323,6.637,0.0,0.247,91.919,4.0,0.58
9095,9095,44.0,204601.0,0.0173,0.8220000000000001,0.447,0.0,0.0643,9.836,1.0,0.448,179.837,4.0,0.556
9096,9096,48.0,269666.0,0.0846,0.8440000000000001,0.522,0.0,0.0729,13.277,1.0,0.0874,115.267,4.0,0.771
9097,9097,47.0,297333.0,0.178,0.7959999999999999,0.701,7.0,0.157,10.857,1.0,0.316,102.079,4.0,0.475
9098,9098,41.0,259426.0,0.0257,0.8809999999999999,0.636,4.0,0.207,13.617,0.0,0.156,108.863,4.0,0.616
9099,9099,19.0,338133.0,0.0404,0.878,0.835,4.0,0.354,16.385,0.0,0.124,93.998,4.0,0.727
9100,9100,55.0,284466.0,0.0933,0.8909999999999999,0.319,4.0,0.0482,16.099,0.0,0.333,92.649,4.0,0.687
9101,9101,51.0,285413.0,0.181,0.7120000000000001,0.895,10.0,0.108,4.212,0.0,0.254,96.338,4.0,0.727
9102,9102,47.0,266026.0,0.0902,0.847,0.92,10.0,0.126,7.261,0.0,0.287,93.532,4.0,0.519
9103,9103,41.0,189946.0,0.0898,0.919,0.975,6.0,0.248,5.636,1.0,0.0886,102.982,4.0,0.884
9104,9104,44.0,175706.0,0.0102,0.913,0.351,10.0,0.401,13.57,0.0,0.354,91.499,4.0,0.727
9105,9105,44.0,221986.0,0.112,0.816,0.471,10.0,0.117,13.244,0.0,0.291,95.248,4.0,0.742
9106,9106,38.0,290813.0,0.0502,0.8490000000000001,0.803,6.0,0.24,6.775,1.0,0.275,90.873,4.0,0.738
9107,9107,8.0,226040.0,0.0724,0.787,0.829,7.0,0.0741,12.218,1.0,0.25,110.182,4.0,0.798
9108,9108,57.0,319906.0,0.00569,0.836,0.728,10.0,0.0649,12.058,0.0,0.234,100.842,4.0,0.599
9109,9109,42.0,288053.0,0.00096,0.83,0.817,4.0,0.112,6.539,0.0,0.077,107.908,4.0,0.622
9110,9110,38.0,336173.0,0.015,0.8220000000000001,0.702,1.0,0.115,13.507,1.0,0.0898,115.777,4.0,0.792
9111,9111,34.0,271333.0,0.182,0.944,0.805,6.0,0.468,9.578,0.0,0.327,113.993,4.0,0.833
9112,9112,34.0,317053.0,0.0174,0.885,0.833,7.0,0.0452,7.325,1.0,0.207,97.812,4.0,0.806
9113,9113,37.0,248266.0,0.0662,0.947,0.672,4.0,0.0564,13.819,0.0,0.349,109.55,4.0,0.741
9114,9114,39.0,326680.0,0.063,0.922,0.959,7.0,0.151,3.542,1.0,0.277,94.674,4.0,0.51
9115,9115,33.0,359693.0,0.754,0.7659999999999999,0.902,6.0,0.183,6.36,1.0,0.0973,95.883,4.0,0.958
9116,9116,10.0,319360.0,0.0148,0.883,0.465,11.0,0.175,13.766,1.0,0.367,98.431,4.0,0.856
9117,9117,32.0,173306.0,0.351,0.8290000000000001,0.852,2.0,0.324,4.655,1.0,0.346,103.127,4.0,0.713
9118,9118,24.0,323640.0,0.0548,0.865,0.82,10.0,0.0952,7.891,0.0,0.153,114.303,4.0,0.868
9119,9119,34.0,244106.0,0.000482,0.84,0.72,7.0,0.114,9.561,1.0,0.184,98.377,4.0,0.343
9120,9120,46.0,199533.0,0.0194,0.895,0.627,1.0,0.114,13.447,1.0,0.156,103.112,4.0,0.674
9121,9121,45.0,257223.0,0.134,0.779,0.641,2.0,0.0831,11.228,1.0,0.158,164.976,4.0,0.885
9122,9122,35.0,370533.0,0.441,0.813,0.45,9.0,0.31,14.59,0.0,0.349,90.859,4.0,0.827
9123,9123,37.0,374666.0,9.35e-05,0.7020000000000001,0.828,2.0,0.407,7.609,1.0,0.0485,122.757,4.0,0.45
9124,9124,26.0,240843.0,0.379,0.8690000000000001,0.823,8.0,0.763,5.069,1.0,0.305,90.725,4.0,0.872
9125,9125,54.0,216000.0,0.0038,0.765,0.872,10.0,0.275,6.993,0.0,0.119,118.074,4.0,0.901
9126,9126,40.0,280840.0,0.00215,0.669,0.768,1.0,0.177,9.089,1.0,0.0562,185.884,4.0,0.943
9127,9127,80.0,229826.0,0.145,0.901,0.697,9.0,0.287,3.439,1.0,0.28,93.941,4.0,0.67
9128,9128,80.0,278386.0,0.00253,0.8009999999999999,0.908,2.0,0.0698,6.554,1.0,0.221,87.279,4.0,0.805
9129,9129,79.0,270586.0,0.177,0.821,0.774,11.0,0.0577,3.418,1.0,0.235,93.425,4.0,0.547
9130,9130,74.0,253533.0,0.209,0.6,0.706,10.0,0.125,7.899,0.0,0.361,173.926,4.0,0.58
9131,9131,40.0,304600.0,0.303,0.868,0.646,1.0,0.284,4.674,0.0,0.288,88.641,4.0,0.67
9132,9132,80.0,302693.0,0.472,0.889,0.816,9.0,0.204,4.67,1.0,0.247,96.056,4.0,0.777
9133,9133,82.0,240693.0,0.0655,0.647,0.514,8.0,0.398,10.05,1.0,0.0593,79.974,4.0,0.387
9134,9134,56.0,222240.0,0.092,0.925,0.737,8.0,0.169,1.292,1.0,0.0777,133.946,4.0,0.603
9135,9135,77.0,325506.0,0.0146,0.763,0.786,10.0,0.0817,6.472,0.0,0.229,93.857,4.0,0.504
9136,9136,75.0,284480.0,0.0292,0.7609999999999999,0.847,7.0,0.39,3.068,1.0,0.0417,91.519,4.0,0.765
9137,9137,19.0,259946.0,0.279,0.792,0.82,7.0,0.25,3.58,0.0,0.116,82.363,4.0,0.793
9138,9138,71.0,252746.0,0.4320000000000001,0.778,0.578,9.0,0.138,7.22,0.0,0.274,84.487,4.0,0.758
9139,9139,57.0,161600.0,0.0313,0.92,0.891,3.0,0.083,2.398,0.0,0.253,95.295,4.0,0.311
9140,9140,78.0,307773.0,0.03,0.873,0.719,1.0,0.333,5.948,1.0,0.248,93.281,4.0,0.858
9141,9141,34.0,248866.0,0.306,0.8490000000000001,0.521,11.0,0.115,12.999,0.0,0.216,95.262,4.0,0.763
9142,9142,76.0,211493.0,0.0285,0.5489999999999999,0.853,7.0,0.618,4.293,1.0,0.188,94.695,4.0,0.346
9143,9143,73.0,273106.0,0.031,0.934,0.735,1.0,0.107,6.668,1.0,0.251,101.368,4.0,0.768
9144,9144,65.0,226986.0,0.21,0.601,0.422,10.0,0.0839,13.364,0.0,0.518,132.456,3.0,0.563
9145,9145,34.0,312626.0,0.0405,0.921,0.836,7.0,0.0802,3.978,1.0,0.243,95.187,4.0,0.581
9146,9146,65.0,310226.0,0.0338,0.6709999999999999,0.737,0.0,0.0596,5.131,1.0,0.108,90.519,4.0,0.197
9147,9147,63.0,214440.0,0.0636,0.879,0.573,10.0,0.256,8.113,0.0,0.305,91.037,4.0,0.73
9148,9148,76.0,257399.0,0.0128,0.845,0.884,6.0,0.203,4.506,0.0,0.0759,104.536,4.0,0.904
9149,9149,75.0,252186.0,0.57,0.479,0.549,11.0,0.127,10.551,0.0,0.373,180.985,4.0,0.576
9150,9150,27.0,214946.0,0.0113,0.8540000000000001,0.71,4.0,0.166,6.32,0.0,0.0793,106.894,4.0,0.818
9151,9151,18.0,320266.0,0.0393,0.535,0.505,2.0,0.0923,8.926,0.0,0.245,99.935,4.0,0.495
9152,9152,68.0,309800.0,0.158,0.654,0.637,10.0,0.338,6.915,0.0,0.293,81.947,4.0,0.364
9153,9153,70.0,306560.0,0.111,0.833,0.619,7.0,0.159,5.595,1.0,0.0538,109.92,4.0,0.901
9154,9154,70.0,236800.0,0.203,0.9,0.619,4.0,0.0647,6.518,0.0,0.312,94.121,4.0,0.864
9155,9155,15.0,332626.0,0.0174,0.735,0.797,11.0,0.62,4.611,0.0,0.285,170.444,4.0,0.731
9156,9156,65.0,270973.0,0.0455,0.677,0.54,7.0,0.845,14.439,1.0,0.0627,95.116,4.0,0.469
9157,9157,71.0,282373.0,0.0474,0.879,0.564,10.0,0.0519,7.682,0.0,0.247,93.908,4.0,0.523
9158,9158,32.0,268400.0,0.0406,0.833,0.681,5.0,0.0926,6.248,0.0,0.356,85.497,4.0,0.839
9159,9159,73.0,208266.0,0.0297,0.897,0.612,11.0,0.0894,10.489,1.0,0.211,102.305,4.0,0.767
9160,9160,65.0,197560.0,0.0323,0.879,0.538,1.0,0.046,6.144,1.0,0.112,108.155,4.0,0.896
9161,9161,28.0,136093.0,0.0137,0.612,0.659,6.0,0.417,6.995,0.0,0.406,99.137,4.0,0.393
9162,9162,72.0,246320.0,0.000136,0.6920000000000001,0.833,7.0,0.515,3.974,1.0,0.0492,96.814,4.0,0.692
9163,9163,67.0,248573.0,0.0881,0.939,0.68,0.0,0.0554,7.29,1.0,0.219,96.916,4.0,0.81
9164,9164,27.0,259000.0,0.152,0.846,0.42,10.0,0.251,13.927,0.0,0.117,96.194,4.0,0.633
9165,9165,70.0,224533.0,0.125,0.813,0.703,11.0,0.237,5.077,0.0,0.268,94.828,4.0,0.241
9166,9166,26.0,232773.0,0.117,0.758,0.519,10.0,0.109,10.58,0.0,0.0395,92.872,4.0,0.617
9167,9167,22.0,289866.0,0.114,0.752,0.753,6.0,0.317,7.721,0.0,0.357,102.549,4.0,0.604
9168,9168,30.0,223515.0,0.148,0.7809999999999999,0.589,1.0,0.166,4.827,1.0,0.21,90.437,4.0,0.864
9169,9169,67.0,324373.0,0.104,0.792,0.701,6.0,0.761,7.198,0.0,0.283,103.888,4.0,0.251
9170,9170,17.0,267266.0,0.102,0.862,0.642,6.0,0.272,13.652,0.0,0.101,99.201,4.0,0.765
9171,9171,19.0,270883.0,0.485,0.718,0.847,2.0,0.17,4.876,1.0,0.29,91.158,4.0,0.888
9172,9172,69.0,223546.0,0.0856,0.679,0.509,4.0,0.438,7.31,1.0,0.0617,144.29,4.0,0.534
9173,9173,72.0,251573.0,0.173,0.848,0.666,0.0,0.129,6.547,1.0,0.274,96.662,4.0,0.744
9174,9174,66.0,248693.0,0.00514,0.6990000000000001,0.793,1.0,0.7,4.856,1.0,0.268,94.138,4.0,0.929
9175,9175,65.0,194293.0,0.00864,0.906,0.623,1.0,0.0753,6.711,0.0,0.303,99.498,4.0,0.715
9176,9176,68.0,293053.0,0.127,0.843,0.7,9.0,0.876,3.249,0.0,0.26,95.05,4.0,0.675
9177,9177,68.0,161400.0,0.097,0.8140000000000001,0.481,0.0,0.0495,5.183,1.0,0.245,96.252,4.0,0.193
9178,9178,65.0,284000.0,0.00583,0.6779999999999999,0.77,9.0,0.109,4.399,0.0,0.222,90.0,4.0,0.412
9179,9179,66.0,230693.0,0.0294,0.918,0.734,11.0,0.191,2.832,0.0,0.269,97.044,4.0,0.608
9180,9180,62.0,260066.0,0.1369999999999999,0.682,0.505,1.0,0.234,11.709,1.0,0.138,89.954,4.0,0.4
9181,9181,26.0,199333.0,0.0483,0.752,0.782,4.0,0.34,5.147,0.0,0.288,90.854,4.0,0.487
9182,9182,65.0,158466.0,0.00832,0.591,0.855,11.0,0.771,8.339,0.0,0.339,136.734,4.0,0.78
9183,9183,67.0,216595.0,0.0253,0.877,0.74,1.0,0.286,5.885,1.0,0.271,95.224,4.0,0.754
9184,9184,66.0,242946.0,0.0312,0.838,0.72,10.0,0.422,6.593,0.0,0.384,93.76,4.0,0.845
9185,9185,66.0,258506.0,0.124,0.794,0.95,1.0,0.133,8.78,1.0,0.294,94.984,4.0,0.324
9186,9186,66.0,212560.0,0.0468,0.805,0.754,8.0,0.0855,6.679,0.0,0.156,90.214,4.0,0.844
9187,9187,63.0,302013.0,0.272,0.52,0.847,9.0,0.325,5.3,1.0,0.427,177.371,4.0,0.799
9188,9188,70.0,231493.0,0.022,0.7340000000000001,0.864,2.0,0.246,6.119,1.0,0.303,105.933,4.0,0.47
9189,9189,69.0,195106.0,0.0005009999999999,0.7490000000000001,0.745,2.0,0.333,10.625,1.0,0.164,101.972,4.0,0.481
9190,9190,23.0,293933.0,0.358,0.81,0.549,10.0,0.118,11.095,0.0,0.208,95.002,4.0,0.604
9191,9191,66.0,274093.0,0.275,0.875,0.658,0.0,0.122,3.641,1.0,0.359,92.039,4.0,0.661
9192,9192,23.0,242573.0,0.000729,0.552,0.932,4.0,0.209,1.818,0.0,0.258,85.567,4.0,0.705
9193,9193,65.0,293973.0,0.0394,0.665,0.91,6.0,0.227,4.682,0.0,0.223,84.099,4.0,0.887
9194,9194,68.0,216133.0,0.197,0.826,0.566,10.0,0.356,10.747,0.0,0.31,99.13,4.0,0.653
9195,9195,13.0,301840.0,0.0762,0.763,0.76,4.0,0.26,7.975,0.0,0.259,87.095,4.0,0.599
9196,9196,59.0,286200.0,0.0839,0.818,0.629,4.0,0.0567,6.628,1.0,0.211,97.407,4.0,0.882
9197,9197,15.0,214066.0,0.000633,0.725,0.737,4.0,0.109,7.453,1.0,0.324,77.161,4.0,0.219
9198,9198,22.0,177666.0,0.0313,0.795,0.835,7.0,0.057,4.672,0.0,0.279,92.581,4.0,0.799
9199,9199,26.0,296266.0,0.0301,0.7559999999999999,0.781,10.0,0.323,8.197,0.0,0.167,94.118,4.0,0.841
9200,9200,63.0,265493.0,0.366,0.79,0.728,2.0,0.112,9.221,1.0,0.391,96.978,4.0,0.403
9201,9201,24.0,208360.0,0.26,0.809,0.467,10.0,0.107,8.777,0.0,0.444,89.692,4.0,0.78
9202,9202,67.0,286440.0,0.125,0.59,0.672,1.0,0.147,11.792,1.0,0.412,206.247,4.0,0.688
9203,9203,44.0,322266.0,0.204,0.8220000000000001,0.545,7.0,0.105,7.933,1.0,0.445,87.985,4.0,0.564
9204,9204,54.0,190440.0,0.00631,0.914,0.698,9.0,0.0575,8.619,1.0,0.0541,99.034,4.0,0.613
9205,9205,63.0,247400.0,0.174,0.89,0.716,1.0,0.0657,9.673,1.0,0.296,99.988,4.0,0.656
9206,9206,56.0,252240.0,0.000722,0.769,0.675,6.0,0.0904,13.326,1.0,0.0724,101.884,4.0,0.803
9207,9207,27.0,259306.0,0.151,0.7290000000000001,0.442,11.0,0.189,8.106,0.0,0.285,81.029,4.0,0.757
9208,9208,20.0,264960.0,0.0123,0.6759999999999999,0.882,4.0,0.206,4.486,1.0,0.22,88.413,4.0,0.817
9209,9209,21.0,189760.0,0.416,0.8320000000000001,0.462,2.0,0.131,10.503,1.0,0.26,101.862,4.0,0.242
9210,9210,12.0,254026.0,0.0545,0.8059999999999999,0.613,9.0,0.129,11.08,0.0,0.372,91.497,4.0,0.688
9211,9211,66.0,226133.0,0.184,0.866,0.534,11.0,0.0929,9.201,1.0,0.229,98.243,4.0,0.841
9212,9212,62.0,247613.0,0.0217,0.858,0.76,4.0,0.322,7.895,0.0,0.254,93.082,4.0,0.951
9213,9213,19.0,254933.0,0.0107,0.846,0.77,9.0,0.0558,7.489,1.0,0.283,92.057,4.0,0.773
9214,9214,23.0,218506.0,0.0577,0.878,0.711,4.0,0.922,12.924,1.0,0.335,98.332,4.0,0.718
9215,9215,58.0,274840.0,0.00116,0.7659999999999999,0.52,7.0,0.3,9.371,1.0,0.105,79.838,4.0,0.556
9216,9216,64.0,286693.0,0.141,0.7609999999999999,0.683,2.0,0.342,10.889,1.0,0.164,101.787,4.0,0.671
9217,9217,57.0,298266.0,0.42,0.7340000000000001,0.544,11.0,0.0975,4.786,0.0,0.194,86.617,4.0,0.669
9218,9218,59.0,273573.0,0.385,0.73,0.837,6.0,0.321,5.359,0.0,0.281,92.127,4.0,0.867
9219,9219,21.0,261600.0,0.00669,0.7120000000000001,0.908,4.0,0.0938,6.898,1.0,0.146,105.893,4.0,0.777
9220,9220,59.0,322066.0,0.1369999999999999,0.774,0.456,1.0,0.109,16.027,1.0,0.326,97.109,4.0,0.642
9221,9221,58.0,233199.0,0.296,0.775,0.451,1.0,0.123,9.164,1.0,0.0567,92.986,4.0,0.559
9222,9222,56.0,289160.0,0.0303,0.845,0.819,10.0,0.115,4.35,0.0,0.385,94.984,4.0,0.747
9223,9223,57.0,276373.0,0.478,0.8009999999999999,0.757,7.0,0.163,8.01,1.0,0.316,88.025,4.0,0.607
9224,9224,20.0,284693.0,0.37,0.693,0.423,5.0,0.106,12.212,0.0,0.074,88.091,4.0,0.528
9225,9225,61.0,246173.0,0.117,0.8540000000000001,0.58,1.0,0.0921,10.008,1.0,0.217,162.116,4.0,0.7
9226,9226,57.0,251906.0,0.00473,0.672,0.758,4.0,0.326,4.18,0.0,0.359,94.312,4.0,0.493
9227,9227,40.0,415306.0,0.00729,0.84,0.588,0.0,0.0979,10.652,1.0,0.0587,111.988,4.0,0.88
9228,9228,3.0,384850.0,0.0308,0.922,0.613,11.0,0.0844,6.07,0.0,0.214,116.335,4.0,0.833
9229,9229,51.0,311120.0,0.124,0.85,0.818,0.0,0.349,8.623,1.0,0.0904,105.266,4.0,0.839
9230,9230,2.0,347800.0,0.0836,0.866,0.681,3.0,0.0433,6.587,0.0,0.0534,109.492,4.0,0.974
9231,9231,3.0,270066.0,0.0341,0.877,0.433,3.0,0.0206,12.004,1.0,0.0435,122.231,4.0,0.972
9232,9232,3.0,237533.0,0.0959,0.892,0.441,0.0,0.0365,10.521,1.0,0.0908,114.22,4.0,0.674
9233,9233,17.0,275813.0,0.139,0.912,0.534,6.0,0.0387,5.319,0.0,0.0366,114.681,4.0,0.963
9234,9234,58.0,252653.0,0.0463,0.8490000000000001,0.657,11.0,0.117,7.509,1.0,0.205,112.682,4.0,0.864
9235,9235,3.0,228573.0,0.274,0.807,0.785,5.0,0.266,7.718,0.0,0.12,117.725,4.0,0.933
9236,9236,14.0,388426.0,0.0153,0.763,0.653,0.0,0.113,9.591,1.0,0.0589,118.137,4.0,0.748
9237,9237,2.0,201413.0,0.1669999999999999,0.768,0.823,5.0,0.213,7.115,1.0,0.0609,111.677,4.0,0.812
9238,9238,38.0,426413.0,0.0131,0.767,0.859,3.0,0.0377,6.878,0.0,0.0611,107.383,4.0,0.94
9239,9239,0.0,411360.0,0.0214,0.901,0.558,7.0,0.0301,11.225,1.0,0.149,117.471,4.0,0.818
9240,9240,46.0,228480.0,0.179,0.476,0.845,8.0,0.0441,5.574,0.0,0.0451,94.491,4.0,0.818
9241,9241,16.0,257042.0,0.104,0.778,0.615,11.0,0.0797,8.675,1.0,0.0397,116.534,4.0,0.769
9242,9242,37.0,347226.0,0.229,0.85,0.561,7.0,0.197,10.377,1.0,0.0523,113.621,4.0,0.967
9243,9243,2.0,382920.0,0.00717,0.797,0.59,2.0,0.0867,9.909,1.0,0.0867,121.254,4.0,0.9
9244,9244,48.0,329000.0,0.00244,0.882,0.589,11.0,0.214,7.604,0.0,0.0596,111.142,4.0,0.809
